id,category,abm_dimensions,reference_dimensions,pixels_equal,abm_gt,reference_gt
70_leo,identical,501x137,501x137,true,\cos \theta = \frac { x } { \sqrt { x ^ { 2 } + y ^ { 2 } } },\cos \theta = \frac { x } { \sqrt { x ^ { 2 } + y ^ { 2 } } }
200923-1556-234,identical,221x67,221x67,true,- \sigma m,- \sigma m
formulaire008-equation043,identical,212x84,212x84,true,x _ { 4 } = - \sqrt { 2 },x _ { 4 } = - \sqrt { 2 }
formulaire003-equation002,identical,213x85,213x85,true,"p ( s _ { i } , s _ { j } )","p ( s _ { i } , s _ { j } )"
formulaire012-equation003,identical,267x95,267x95,true,4 \pi d ^ { 2 },4 \pi d ^ { 2 }
MfrDB1841,identical,309x101,309x101,true,\log 5 + \log 4 x = 2,\log 5 + \log 4 x = 2
formulaire009-equation022,identical,425x118,425x118,true,\lim _ { x \rightarrow a } f ( x ) = 1,\lim _ { x \rightarrow a } f ( x ) = 1
200922-1017-7,identical,221x91,221x91,true,\sum _ { m } f ( m + 3 ),\sum _ { m } f ( m + 3 )
2009213-137-187,identical,32x129,32x129,true,i,i
MfrDB1641,identical,99x63,99x63,true,3 + 2,3 + 2
200923-1556-226,identical,171x64,171x64,true,\cdots + C \theta,\cdots + C \theta
formulaire039-equation044,identical,142x77,142x77,true,n m ^ { 2 },n m ^ { 2 }
formulaire028-equation029,identical,120x85,120x85,true,h _ { i j },h _ { i j }
2009213-137-248,identical,172x118,172x118,true,\int _ { w } ^ { T m } F d P,\int _ { w } ^ { T m } F d P
200922-1017-55,identical,301x141,301x141,true,\frac { 1 } { \sin ( x ) + 1 },\frac { 1 } { \sin ( x ) + 1 }
200923-1251-173,identical,39x54,39x54,true,y,y
91_Frank,identical,605x161,605x161,true,\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } },\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }
formulaire015-equation043,identical,376x138,376x138,true,Y = \frac { 1 } { 1 - e ^ { - X } },Y = \frac { 1 } { 1 - e ^ { - X } }
formulaire015-equation073,identical,302x89,302x89,true,x + a = y + a,x + a = y + a
2009213-137-64,identical,43x54,43x54,true,r,r
MfrDB0048,identical,285x75,285x75,true,a ^ { 2 } - b ^ { 2 } = ( a + b ) ( a - b ),a ^ { 2 } - b ^ { 2 } = ( a + b ) ( a - b )
formulaire028-equation063,identical,256x74,256x74,true,x _ { 0 } = 1,x _ { 0 } = 1
KME2G3_7_sub_95,identical,270x104,270x104,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
KME2G3_15_sub_38,identical,613x299,613x299,true,\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } },\frac { 2 } { \frac { 3 m - 2 n \times 9 ^ { n } - 9 ^ { m } } { 2 n - 1 } }
formulaire022-equation050,identical,834x88,834x88,true,1 5 5 \pm ( ( 1 1 \div 8 3 ) \div 9 4 ) \times ( ( 2 4 \times 8 6 ) \times ( 9 7 \times 1 3 6 ) ),1 5 5 \pm ( ( 1 1 \div 8 3 ) \div 9 4 ) \times ( ( 2 4 \times 8 6 ) \times ( 9 7 \times 1 3 6 ) )
formulaire029-equation016,identical,428x90,428x90,true,1 ^ { 2 } + 7 ^ { 2 } + 6 ^ { 2 } = 8 6,1 ^ { 2 } + 7 ^ { 2 } + 6 ^ { 2 } = 8 6
200924-1331-59,identical,43x54,43x54,true,G,G
200922-949-161,identical,170x152,170x152,true,\frac { i + i ^ { B } } { [ a ] },\frac { i + i ^ { B } } { [ a ] }
2009213-139-29,identical,196x82,196x82,true,\sqrt { u } + H ^ { E },\sqrt { u } + H ^ { E }
formulaire023-equation008,identical,220x82,220x82,true,k + 1,k + 1
formulaire019-equation002,identical,1036x135,1036x135,true,"a _ { 1 } , b _ { 1 } , a _ { 2 } , b _ { 2 } , \ldots a _ { g } , b _ { g }","a _ { 1 } , b _ { 1 } , a _ { 2 } , b _ { 2 } , \ldots a _ { g } , b _ { g }"
200923-1553-238,identical,38x54,38x54,true,l,l
formulaire027-equation028,identical,184x73,184x73,true,\sqrt { a + b },\sqrt { a + b }
formulaire018-equation055,identical,711x80,711x80,true,1 3 5 \div 1 1 9 \geq 0,1 3 5 \div 1 1 9 \geq 0
10_em_81,identical,120x70,120x70,true,\Delta H _ { I },\Delta H _ { I }
formulaire009-equation036,identical,180x64,180x64,true,d = r,d = r
200922-949-21,identical,67x71,67x71,true,V _ { \phi },V _ { \phi }
109_lucelia,identical,338x152,338x152,true,\sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } },\sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }
200924-1331-106,identical,38x54,38x54,true,h,h
200926-1617-85,identical,180x150,180x150,true,\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } },\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } }
formulaire009-equation010,identical,999x78,999x78,true,( ( 9 6 / 4 3 ) / 1 5 9 ) - ( 1 7 2 + 1 0 1 + 8 9 - 1 2 5 ) \neq - 1 5 3,( ( 9 6 / 4 3 ) / 1 5 9 ) - ( 1 7 2 + 1 0 1 + 8 9 - 1 2 5 ) \neq - 1 5 3
200922-949-239,identical,107x57,107x57,true,[ 8 6 ],[ 8 6 ]
2009210-947-124,identical,83x79,83x79,true,( B _ { E } ) ^ { j },( B _ { E } ) ^ { j }
formulaire033-equation001,identical,1046x97,1046x97,true,\sin ( a + b ) = \sin a \cos b + \cos a \sin b,\sin ( a + b ) = \sin a \cos b + \cos a \sin b
200922-947-93,identical,60x57,60x57,true,3 1,3 1
200923-1556-204,identical,397x104,397x104,true,- v - \sqrt { z B } ^ { t } i _ { n q k },- v - \sqrt { z B } ^ { t } i _ { n q k }
formulaire039-equation055,identical,926x82,926x82,true,( 2 7 \times ( 1 6 1 + 5 1 ) ) + ( ( 1 3 1 + 1 7 7 ) \div 1 4 4 ) \geq 5 7 2 5,( 2 7 \times ( 1 6 1 + 5 1 ) ) + ( ( 1 3 1 + 1 7 7 ) \div 1 4 4 ) \geq 5 7 2 5
formulaire035-equation041,identical,557x99,557x99,true,f ( x ) = ( x + 1 ) ( x ^ { 2 } + 1 ),f ( x ) = ( x + 1 ) ( x ^ { 2 } + 1 )
MfrDB1460,identical,301x96,301x96,true,2 ^ { x + 1 } - 2 ^ { x } = 1 6,2 ^ { x + 1 } - 2 ^ { x } = 1 6
200926-1617-73,identical,141x121,141x121,true,a ^ { b ^ { c ^ { d } } },a ^ { b ^ { c ^ { d } } }
200925-1126-189,identical,102x84,102x84,true,\sqrt { 3 } ^ { H },\sqrt { 3 } ^ { H }
MfrDB1250,identical,328x91,328x91,true,\log 5 + \log 4 x = 2,\log 5 + \log 4 x = 2
formulaire016-equation056,identical,157x71,157x71,true,y z = z y,y z = z y
formulaire011-equation011,identical,654x180,654x180,true,\sin x = \frac { a } { \sqrt { 1 + a ^ { 2 } } },\sin x = \frac { a } { \sqrt { 1 + a ^ { 2 } } }
MfrDB1791,identical,375x155,375x155,true,\frac { b } { a ^ { 2 } - a } - \frac { b } { a - 1 },\frac { b } { a ^ { 2 } - a } - \frac { b } { a - 1 }
MfrDB0090,identical,476x138,476x138,true,\lim _ { x \rightarrow 0 } \frac { \cos x - 1 } { x } = 0,\lim _ { x \rightarrow 0 } \frac { \cos x - 1 } { x } = 0
MfrDB1631,identical,279x129,279x129,true,\lim _ { x \rightarrow 3 } x ^ { 2 } = 9,\lim _ { x \rightarrow 3 } x ^ { 2 } = 9
formulaire032-equation028,identical,242x89,242x89,true,y = b + i e,y = b + i e
200923-131-119,identical,54x54,54x54,true,z,z
200926-1617-2,identical,203x104,203x104,true,\int e ^ { x ^ { 2 } } x ^ { 3 } d x,\int e ^ { x ^ { 2 } } x ^ { 3 } d x
200924-1312-80,identical,226x115,226x115,true,e ^ { \int x ^ { 2 } d x },e ^ { \int x ^ { 2 } d x }
200923-1251-138,identical,202x90,202x90,true,8 . 5 + ( r ) ^ { b },8 . 5 + ( r ) ^ { b }
81_silas,identical,536x156,536x156,true,A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } },A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }
formulaire004-equation070,identical,405x82,405x82,true,0 \pm 1 4 5 - 3 5,0 \pm 1 4 5 - 3 5
formulaire032-equation012,identical,87x78,87x78,true,y _ { i j k },y _ { i j k }
MfrDB1603,identical,336x110,336x110,true,\lim _ { n \rightarrow \infty } ( \sqrt { n + 2 } - \sqrt { n } ) = 0,\lim _ { n \rightarrow \infty } ( \sqrt { n + 2 } - \sqrt { n } ) = 0
11_em_91,identical,83x58,83x58,true,\Delta L,\Delta L
formulaire020-equation013,identical,263x129,263x129,true,z = x - \frac { b } { 3 a },z = x - \frac { b } { 3 a }
formulaire033-equation003,identical,426x108,426x108,true,\frac { 1 } { g ( y ) } d y = f ( x ) d x,\frac { 1 } { g ( y ) } d y = f ( x ) d x
KME2G3_22_sub_65,identical,179x110,179x110,true,[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 },[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }
200922-947-66,identical,523x163,523x163,true,\frac { \sqrt { 1 + \cos ^ { 2 } ( \theta ) } } { 2 } = \cos ( 2 \theta ),\frac { \sqrt { 1 + \cos ^ { 2 } ( \theta ) } } { 2 } = \cos ( 2 \theta )
200923-1251-60,identical,122x97,122x97,true,\frac { \beta + \gamma } { \theta },\frac { \beta + \gamma } { \theta }
MfrDB1931,identical,459x79,459x79,true,f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 ),f ( x ) \cdot h ( x ) = ( x + 1 ) ( 2 x - 3 )
200923-1556-142,identical,105x77,105x77,true,- l,- l
200923-1251-119,identical,41x54,41x54,true,d,d
MfrDB1721,identical,335x95,335x95,true,s = s _ { 0 } t + \frac { 1 } { 2 } a t ^ { 2 },s = s _ { 0 } t + \frac { 1 } { 2 } a t ^ { 2 }
2009212-952-56,identical,226x81,226x81,true,2 \alpha + 3 \sqrt { \beta },2 \alpha + 3 \sqrt { \beta }
formulaire025-equation001,identical,112x60,112x60,true,k = 2,k = 2
formulaire007-equation019,identical,709x162,709x162,true,- \frac { h _ { 3 } ^ { 2 } + h _ { 2 } ^ { 2 } } { h _ { 3 } } = \frac { h _ { 3 } } { h _ { 3 } h _ { 0 } - h _ { 2 } h _ { 1 } },- \frac { h _ { 3 } ^ { 2 } + h _ { 2 } ^ { 2 } } { h _ { 3 } } = \frac { h _ { 3 } } { h _ { 3 } h _ { 0 } - h _ { 2 } h _ { 1 } }
formulaire027-equation044,identical,625x157,625x157,true,( x _ { i } - f _ { i } ) = \frac { f _ { i } \times f _ { o } } { ( x _ { o } - f _ { o } ) },( x _ { i } - f _ { i } ) = \frac { f _ { i } \times f _ { o } } { ( x _ { o } - f _ { o } ) }
200924-1312-185,identical,135x110,135x110,true,- Y,- Y
2009213-139-141,identical,312x93,312x93,true,\cdots - 6,\cdots - 6
formulaire017-equation012,identical,198x86,198x86,true,"( 2 , - 1 , 1 )","( 2 , - 1 , 1 )"
formulaire027-equation004,identical,718x120,718x120,true,\lim _ { n \rightarrow + \infty } \frac { b - a } { n } f ( x _ { 0 } ) = 0,\lim _ { n \rightarrow + \infty } \frac { b - a } { n } f ( x _ { 0 } ) = 0
KME2G3_25_sub_26,identical,679x82,679x82,true,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
200923-1556-32,identical,453x97,453x97,true,a x ^ { 4 } + b x + c = 0,a x ^ { 4 } + b x + c = 0
200926-1617-217,identical,203x82,203x82,true,e - \sqrt { E } ^ { \mu },e - \sqrt { E } ^ { \mu }
2009210-947-56,identical,224x74,224x74,true,2 \alpha + 3 \sqrt { \beta },2 \alpha + 3 \sqrt { \beta }
200923-1253-198,identical,167x77,167x77,true,t - 1 . 0,t - 1 . 0
formulaire014-equation065,identical,744x72,744x72,true,1 7 3 \pm ( ( 1 9 8 \times 1 1 4 ) - ( 1 5 8 - 1 6 6 ) ) \times 1 1 0,1 7 3 \pm ( ( 1 9 8 \times 1 1 4 ) - ( 1 5 8 - 1 6 6 ) ) \times 1 1 0
200923-1253-155,identical,65x54,65x54,true,z,z
200926-131-58,identical,124x67,124x67,true,y - \sum \phi,y - \sum \phi
200922-949-190,identical,128x131,128x131,true,\frac { 8 . 1 } { - y },\frac { 8 . 1 } { - y }
200922-1017-10,identical,71x74,71x74,true,p _ { c },p _ { c }
200923-1553-242,identical,71x90,71x90,true,j _ { y },j _ { y }
formulaire035-equation005,identical,517x69,517x69,true,1 3 5 \div ( 7 0 - 3 9 - 1 4 3 ) \neq 2,1 3 5 \div ( 7 0 - 3 9 - 1 4 3 ) \neq 2
2009212-952-73,identical,109x142,109x142,true,a ^ { b ^ { c ^ { d } } },a ^ { b ^ { c ^ { d } } }
formulaire018-equation056,identical,1475x127,1475x127,true,e ^ { i ( n - k ) x } e ^ { - i k x } = e ^ { i ( n - 2 k ) x },e ^ { i ( n - k ) x } e ^ { - i k x } = e ^ { i ( n - 2 k ) x }
formulaire003-equation021,identical,346x121,346x121,true,y = \frac { 1 } { x ^ { 2 } + 1 },y = \frac { 1 } { x ^ { 2 } + 1 }
formulaire013-equation019,identical,134x84,134x84,true,\phi _ { l r } ( r ),\phi _ { l r } ( r )
formulaire036-equation032,identical,79x79,79x79,true,X _ { p + 1 },X _ { p + 1 }
formulaire015-equation047,identical,217x76,217x76,true,x ^ { 0 } = c t,x ^ { 0 } = c t
200923-1254-204,identical,121x66,121x66,true,[ N ] - S,[ N ] - S
MfrDB3018,identical,104x85,104x85,true,\sqrt [ 5 ] { 5 5 },\sqrt [ 5 ] { 5 5 }
80_Nina,identical,590x147,590x147,true,\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } },\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } }
formulaire031-equation041,identical,233x73,233x73,true,8 \times 5 = 4 0,8 \times 5 = 4 0
200923-131-290,identical,164x75,164x75,true,4 2 7 7,4 2 7 7
MfrDB1562,identical,390x91,390x91,true,a _ { n } = a _ { 1 } + ( n - 1 ) d,a _ { n } = a _ { 1 } + ( n - 1 ) d
2009210-947-64,identical,95x54,95x54,true,- r,- r
MfrDB3049,identical,326x99,326x99,true,\lim _ { x \rightarrow c } f ( x ) = f ( c ),\lim _ { x \rightarrow c } f ( x ) = f ( c )
formulaire018-equation049,identical,226x83,226x83,true,e _ { t + 1 },e _ { t + 1 }
2009213-137-152,identical,113x174,113x174,true,\frac { n } { \frac { \phi } { s } },\frac { n } { \frac { \phi } { s } }
200923-1254-327,identical,131x80,131x80,true,Y + e,Y + e
formulaire011-equation008,identical,584x131,584x131,true,a = r e ^ { i \theta },a = r e ^ { i \theta }
formulaire038-equation008,identical,110x140,110x140,true,\frac { \alpha } { 2 },\frac { \alpha } { 2 }
formulaire030-equation002,identical,249x97,249x97,true,"( s , x , y , z )","( s , x , y , z )"
200923-1253-64,identical,66x60,66x60,true,( y ),( y )
2009213-139-106,identical,131x99,131x99,true,g l ^ { \frac { L } { c } },g l ^ { \frac { L } { c } }
MfrDB1513,identical,542x99,542x99,true,\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y ),\cos ^ { 3 } y = \frac { 1 } { 4 } ( \cos 3 y + 3 \cos y )
200922-1017-13,identical,217x94,217x94,true,\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } },\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }
formulaire013-equation050,identical,968x81,968x81,true,( 1 3 3 \times ( 1 7 6 / 6 7 ) ) - ( ( 1 1 9 \times 1 4 ) - 1 9 0 ) \geq - 1 1 2 7,( 1 3 3 \times ( 1 7 6 / 6 7 ) ) - ( ( 1 1 9 \times 1 4 ) - 1 9 0 ) \geq - 1 1 2 7
200924-1312-12,identical,272x191,272x191,true,\int _ { 0 } ^ { \pi } \cos ( \frac { \theta } { 2 } ) d \theta,\int _ { 0 } ^ { \pi } \cos ( \frac { \theta } { 2 } ) d \theta
formulaire007-equation028,identical,757x131,757x131,true,i _ { 2 } = i _ { 1 } + i _ { s },i _ { 2 } = i _ { 1 } + i _ { s }
200923-131-361,identical,39x67,39x67,true,j,j
formulaire014-equation036,identical,227x71,227x71,true,2 y - 3 = 7,2 y - 3 = 7
formulaire035-equation054,identical,282x116,282x116,true,\beta = \frac { \beta _ { 1 } - \beta _ { 2 } } { \sqrt { 3 } },\beta = \frac { \beta _ { 1 } - \beta _ { 2 } } { \sqrt { 3 } }
MfrDB1921,identical,440x136,440x136,true,\sqrt { \frac { 1 } { n } \sum _ { k = 1 } ^ { n } ( a _ { k } ) ^ { 2 } } \geq \frac { 1 } { n } \sum _ { k = 1 } ^ { n } a _ { k },\sqrt { \frac { 1 } { n } \sum _ { k = 1 } ^ { n } ( a _ { k } ) ^ { 2 } } \geq \frac { 1 } { n } \sum _ { k = 1 } ^ { n } a _ { k }
95_rosario,identical,491x83,491x83,true,b = c \sin B = c \cos A,b = c \sin B = c \cos A
formulaire002-equation030,identical,367x73,367x73,true,2 4 / 1 2 5 = 0 . 1 9,2 4 / 1 2 5 = 0 . 1 9
formulaire005-equation001,identical,203x100,203x100,true,x ^ { n } = z,x ^ { n } = z
formulaire026-equation002,identical,182x88,182x88,true,"r ( u , v )","r ( u , v )"
2009213-137-190,identical,142x84,142x84,true,\int - a d H _ { \gamma },\int - a d H _ { \gamma }
200926-131-23,identical,60x54,60x54,true,M,M
2009210-947-99,identical,81x61,81x61,true,2 0,2 0
formulaire014-equation069,identical,158x77,158x77,true,q = p ^ { k },q = p ^ { k }
formulaire006-equation053,identical,316x93,316x93,true,b _ { 0 } = 1,b _ { 0 } = 1
2009210-947-218,identical,137x73,137x73,true,s + ( i ),s + ( i )
2009220-1327-67,identical,298x88,298x88,true,\tan ( \frac { \pi } { 4 } ) = 1,\tan ( \frac { \pi } { 4 } ) = 1
200923-1253-145,identical,193x75,193x75,true,- u,- u
200926-1550-67,identical,188x86,188x86,true,\tan ( \frac { \pi } { 4 } ) = 1,\tan ( \frac { \pi } { 4 } ) = 1
200923-1251-272,identical,202x63,202x63,true,L + C = \sqrt { \sigma },L + C = \sqrt { \sigma }
MfrDB2110,identical,365x138,365x138,true,\sum _ { i = 1 } ^ { n } i = \frac { 1 } { 2 } n ( n + 1 ),\sum _ { i = 1 } ^ { n } i = \frac { 1 } { 2 } n ( n + 1 )
formulaire012-equation042,identical,920x91,920x91,true,f _ { u u } ( 1 + f _ { v } ^ { 2 } ) - 2 f _ { u } f _ { v } f _ { u v } + f _ { v v } ( 1 + f _ { u } ^ { 2 } ) = 0,f _ { u u } ( 1 + f _ { v } ^ { 2 } ) - 2 f _ { u } f _ { v } f _ { u v } + f _ { v v } ( 1 + f _ { u } ^ { 2 } ) = 0
200923-1556-248,identical,100x59,100x59,true,1 0 . 6,1 0 . 6
2009213-139-93,identical,202x92,202x92,true,\sqrt { s + 6 . 4 },\sqrt { s + 6 . 4 }
MfrDB2726,identical,78x69,78x69,true,1 + 1,1 + 1
200923-1553-89,identical,52x61,52x61,true,\lambda,\lambda
200926-1617-15,identical,205x75,205x75,true,- p = \sum Y,- p = \sum Y
formulaire013-equation072,identical,275x97,275x97,true,b c = h ^ { 2 },b c = h ^ { 2 }
formulaire025-equation046,identical,157x79,157x79,true,( - a ) ^ { n },( - a ) ^ { n }
formulaire032-equation071,identical,588x121,588x121,true,a = e ^ { 4 } a _ { 3 } + 4 c e ^ { 3 } a _ { 4 },a = e ^ { 4 } a _ { 3 } + 4 c e ^ { 3 } a _ { 4 }
KME1G3_10_sub_22,identical,495x147,495x147,true,\lim _ { x \rightarrow \infty } \int _ { 0 } ^ { x } e ^ { - y ^ { 2 } } d y = \frac { \sqrt { \pi } } { 2 },\lim _ { x \rightarrow \infty } \int _ { 0 } ^ { x } e ^ { - y ^ { 2 } } d y = \frac { \sqrt { \pi } } { 2 }
KME2G3_29_sub_95,identical,209x103,209x103,true,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } },\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
MfrDB2943,identical,331x86,331x86,true,"f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )","f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
formulaire016-equation039,identical,767x100,767x100,true,"s = f ( s _ { 1 } , \ldots , s _ { n } )","s = f ( s _ { 1 } , \ldots , s _ { n } )"
2009210-947-215,identical,46x64,46x64,true,i,i
200922-1017-143,identical,147x68,147x68,true,\cos 2,\cos 2
200924-1312-282,identical,87x73,87x73,true,X _ { u },X _ { u }
formulaire024-equation058,identical,355x77,355x77,true,a = \alpha + i \beta,a = \alpha + i \beta
200923-1254-94,identical,104x91,104x91,true,G _ { n },G _ { n }
200924-1312-272,identical,156x76,156x76,true,\sqrt { L - z },\sqrt { L - z }
65_caue,identical,363x64,363x64,true,x = r \cos \theta,x = r \cos \theta
200924-1312-291,identical,69x64,69x64,true,\sqrt { q },\sqrt { q }
105_miguel,identical,1102x169,1102x169,true,\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } },\frac { b ^ { 2 } c ^ { 2 } - 4 b ^ { 3 } d - 4 a c ^ { 3 } + 1 8 a b c d - 2 7 a ^ { 2 } d ^ { 2 } } { a ^ { 4 } }
formulaire026-equation036,identical,237x104,237x104,true,( x + 1 ) ^ { 2 },( x + 1 ) ^ { 2 }
formulaire033-equation014,identical,197x81,197x81,true,\theta ( p _ { c } ) = 0,\theta ( p _ { c } ) = 0
200923-1553-284,identical,87x66,87x66,true,1 . 3,1 . 3
formulaire031-equation001,identical,150x68,150x68,true,1 = 1 ^ { 2 },1 = 1 ^ { 2 }
formulaire029-equation038,identical,116x76,116x76,true,f ( x _ { 0 } ),f ( x _ { 0 } )
formulaire015-equation016,identical,119x63,119x63,true,\alpha \sqrt { n },\alpha \sqrt { n }
formulaire019-equation031,identical,220x186,220x186,true,\frac { 1 } { 1 - a z ^ { - 1 } },\frac { 1 } { 1 - a z ^ { - 1 } }
MfrDB0132,identical,189x84,189x84,true,\sqrt { 3 5 + 3 },\sqrt { 3 5 + 3 }
2009210-947-165,identical,54x73,54x73,true,t g,t g
106_edwin,identical,288x76,288x76,true,y ^ { 4 } + y + 1 = 0,y ^ { 4 } + y + 1 = 0
formulaire022-equation026,identical,114x91,114x91,true,Y _ { 1 } ^ { ( n ) },Y _ { 1 } ^ { ( n ) }
200922-1017-141,identical,46x54,46x54,true,E,E
formulaire035-equation074,identical,379x90,379x90,true,\sum q _ { i } c _ { i } ^ { 0 } = 0,\sum q _ { i } c _ { i } ^ { 0 } = 0
KME2G3_29_sub_81,identical,251x116,251x116,true,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y,\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
MfrDB2833,identical,264x84,264x84,true,a x + b < c,a x + b < c
formulaire032-equation018,identical,1305x109,1305x109,true,2 7 a _ { 4 } a _ { 1 } ^ { 2 } - 7 2 a _ { 4 } a _ { 2 } a _ { 0 } + 2 a _ { 2 } ^ { 3 } - 9 a _ { 3 } a _ { 2 } a _ { 1 } + 2 7 a _ { 3 } ^ { 2 } a _ { 0 } = 0,2 7 a _ { 4 } a _ { 1 } ^ { 2 } - 7 2 a _ { 4 } a _ { 2 } a _ { 0 } + 2 a _ { 2 } ^ { 3 } - 9 a _ { 3 } a _ { 2 } a _ { 1 } + 2 7 a _ { 3 } ^ { 2 } a _ { 0 } = 0
formulaire029-equation056,identical,185x98,185x98,true,\log _ { a } c,\log _ { a } c
11_em_95,identical,198x78,198x78,true,\forall u \in V,\forall u \in V
2009210-947-179,identical,40x54,40x54,true,q,q
2009220-1327-119,identical,109x67,109x67,true,N _ { e },N _ { e }
MfrDB0069,identical,423x79,423x79,true,| x - z | \leq | x - y | + | y - z |,| x - z | \leq | x - y | + | y - z |
2009213-137-228,identical,42x64,42x64,true,l o,l o
MfrDB2735,identical,322x212,322x212,true,v = v _ { 0 } t - g t ^ { 2 },v = v _ { 0 } t - g t ^ { 2 }
2009213-137-6,identical,403x173,403x173,true,\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x ),\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )
200923-131-185,identical,27x54,27x54,true,1,1
MfrDB2945,identical,306x105,306x105,true,( 1 + x ) ^ { r } \geq 1 + r x,( 1 + x ) ^ { r } \geq 1 + r x
118_alfonso,identical,386x150,386x150,true,P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j },P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }
118_edwin,identical,435x144,435x144,true,P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j },P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }
KME2G3_17_sub_22,identical,557x115,557x115,true,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
200922-1017-51,identical,195x185,195x185,true,- \sum _ { z > \frac { k } { M } } i,- \sum _ { z > \frac { k } { M } } i
200923-1253-152,identical,93x55,93x55,true,7 . 2,7 . 2
formulaire021-equation055,identical,585x77,585x77,true,( 1 9 8 + 1 3 4 - 7 7 ) / 1 7 1 \leq 1,( 1 9 8 + 1 3 4 - 7 7 ) / 1 7 1 \leq 1
formulaire008-equation032,identical,242x133,242x133,true,\sum _ { p } \frac { 1 } { p ^ { s } },\sum _ { p } \frac { 1 } { p ^ { s } }
MfrDB1624,identical,181x124,181x124,true,( 2 - a ) ^ { ( 3 - b ) ^ { c } },( 2 - a ) ^ { ( 3 - b ) ^ { c } }
MfrDB2963,identical,336x127,336x127,true,( \frac { 1 } { m ^ { 2 } } - \frac { 3 m } { n } + \frac { 2 } { m n } ),( \frac { 1 } { m ^ { 2 } } - \frac { 3 m } { n } + \frac { 2 } { m n } )
formulaire029-equation031,identical,322x76,322x76,true,a = 3,a = 3
formulaire032-equation003,identical,190x162,190x162,true,\frac { \beta } { \alpha + 1 },\frac { \beta } { \alpha + 1 }
200923-1253-80,identical,164x99,164x99,true,e ^ { \int x ^ { 2 } d x },e ^ { \int x ^ { 2 } d x }
MfrDB1444,identical,174x84,174x84,true,( 1 2 - x ) ^ { 2 },( 1 2 - x ) ^ { 2 }
MfrDB2866,identical,314x113,314x113,true,\lim _ { y \rightarrow \infty } y \sin ( \frac { c } { y } ) = c,\lim _ { y \rightarrow \infty } y \sin ( \frac { c } { y } ) = c
